id_colaborador,id_departamento,id_cargo,salario,faixa_salarial,turnover,motivo_desligamento,faltas,absenteismo_pct,dias_afastamento,tipo_afastamento,horas_extras,banco_horas,sla_recrutamento,nota_desempenho,engajamento,horas_treinamento,promovido,ferias_pendentes
505,10,9,7192,R$6.000-10.000,Não,,1,2.13,5,Acidente,54,-2,54,3.1,85,25,Não,11
506,7,4,2576,Ate R$3.000,Não,,0,3.32,0,,21,8,41,4.7,70,32,Sim,4
507,8,6,13574,R$10.000-15.000,Não,,2,1.31,0,,35,-17,53,2.9,63,18,Não,1
508,7,5,2687,Ate R$3.000,Não,,4,1.22,0,,33,-6,60,2.8,57,23,Não,19
509,2,4,2269,Ate R$3.000,Não,,0,2.84,0,,3,-16,21,3.2,78,12,Não,23
510,1,3,4165,R$3.000-6.000,Não,,3,2.03,5,Acidente,20,5,41,2.6,91,9,Não,22
511,6,6,15063,Acima de R$15.000,Não,,2,2.53,15,Licença Médica,29,-6,55,4.5,66,2,Não,9
512,10,1,6032,R$6.000-10.000,Não,,0,2.45,15,Licença Médica,16,-2,40,2.5,61,8,Não,3
513,8,1,5721,R$3.000-6.000,Não,,2,1.29,0,,23,-16,39,3.9,69,0,Não,21
514,5,1,5422,R$3.000-6.000,Não,,2,2.22,10,Licença Médica,26,37,35,3.1,90,22,Não,5
515,6,6,14967,R$10.000-15.000,Não,,2,1.95,0,,44,-2,37,4.1,89,26,Não,12
516,8,6,13951,R$10.000-15.000,Não,,4,4.04,15,Licença Médica,26,-7,46,3.1,85,29,Não,6
517,7,5,2493,Ate R$3.000,Não,,1,0.92,0,,6,31,31,2.9,85,21,Não,20
518,10,8,4321,R$3.000-6.000,Não,,5,1.72,15,Licença Médica,22,19,51,2.7,57,26,Não,7
519,4,6,13850,R$10.000-15.000,Não,,2,2.88,0,,14,13,27,2.8,79,30,Não,26
520,2,5,2903,Ate R$3.000,Não,,0,3.51,0,,11,6,40,3.2,72,38,Não,14
521,10,1,6175,R$6.000-10.000,Não,,3,2.71,0,,17,-11,27,2.9,58,21,Não,18
522,6,8,3846,R$3.000-6.000,Não,,2,1.59,0,,35,35,17,4.4,86,17,Não,8
523,2,9,9156,R$6.000-10.000,Não,,3,3.33,0,,4,25,15,3.4,76,1,Não,28
524,10,8,2836,Ate R$3.000,Não,,4,3.92,2,Licença Médica,58,35,12,2.9,78,14,Não,28
525,4,1,6797,R$6.000-10.000,Não,,4,0.1,2,INSS,38,20,24,3.7,73,12,Não,9
526,7,4,2374,Ate R$3.000,Não,,2,4.01,2,Acidente,27,27,52,3.0,65,9,Não,8
527,2,4,2178,Ate R$3.000,Não,,3,3.4,2,Acidente,17,15,38,3.1,71,36,Não,16
528,2,9,9629,R$6.000-10.000,Não,,6,4.32,10,Acidente,47,-11,56,3.6,75,11,Não,0
529,10,8,2871,Ate R$3.000,Não,,0,4.66,2,INSS,18,10,15,3.7,99,3,Não,10
530,7,9,8436,R$6.000-10.000,Não,,0,4.1,15,Licença Médica,54,9,35,2.8,73,6,Não,6
531,6,6,14658,R$10.000-15.000,Não,,5,4.74,5,Licença Médica,51,6,18,2.8,50,4,Não,18
532,7,9,9087,R$6.000-10.000,Não,,3,2.87,0,,34,12,45,3.4,74,27,Não,15
533,2,5,3007,R$3.000-6.000,Não,,0,3.42,2,Licença Médica,55,18,19,3.5,80,35,Não,24
534,7,9,7827,R$6.000-10.000,Não,,3,1.71,2,Licença Médica,18,40,23,3.4,72,12,Não,8
535,6,8,3149,R$3.000-6.000,Não,,0,2.18,0,,49,4,18,2.9,72,38,Não,29
536,6,8,4153,R$3.000-6.000,Não,,5,2.19,2,Acidente,36,-7,43,2.5,80,10,Não,24
537,7,4,2422,Ate R$3.000,Não,,3,4.99,0,,33,8,34,3.3,69,12,Não,29
538,2,9,7174,R$6.000-10.000,Não,,0,3.34,2,Licença Médica,37,24,52,2.6,76,7,Não,6
539,2,9,10824,R$10.000-15.000,Não,,4,5.69,0,,59,24,58,3.0,61,16,Não,3
540,5,1,4715,R$3.000-6.000,Não,,1,2.67,0,,32,14,15,3.5,70,22,Não,6
541,6,6,13137,R$10.000-15.000,Não,,2,4.71,5,INSS,39,-3,55,2.8,71,9,Não,6
542,6,6,15082,Acima de R$15.000,Não,,5,1.42,0,,0,-8,33,3.9,54,39,Não,13
543,10,1,6316,R$6.000-10.000,Não,,1,2.33,15,Licença Médica,24,31,50,3.5,86,3,Não,12
544,2,5,2462,Ate R$3.000,Não,,4,5.14,15,Acidente,22,1,56,2.8,55,36,Não,23
545,7,4,1986,Ate R$3.000,Não,,2,4.29,0,,59,26,17,3.5,67,23,Não,17
546,6,8,4426,R$3.000-6.000,Não,,2,2.33,2,INSS,23,23,49,2.6,78,21,Não,17
547,6,6,11666,R$10.000-15.000,Não,,2,3.4,0,,34,28,19,3.4,91,1,Não,30
548,10,9,9501,R$6.000-10.000,Não,,0,2.98,5,Licença Médica,43,-10,24,3.1,75,33,Não,12
549,2,9,7376,R$6.000-10.000,Não,,1,3.87,2,INSS,55,-20,31,3.2,72,14,Não,25
550,4,3,3258,R$3.000-6.000,Não,,0,2.31,15,INSS,22,23,24,3.5,73,36,Não,26
551,7,9,8097,R$6.000-10.000,Não,,5,1.14,5,Acidente,2,5,36,3.9,83,37,Não,21
552,1,3,3426,R$3.000-6.000,Não,,4,3.83,2,Acidente,34,-4,16,3.3,85,16,Não,22
553,10,1,6744,R$6.000-10.000,Não,,2,4.14,0,,27,-20,23,4.5,70,7,Não,1
554,10,1,5643,R$3.000-6.000,Não,,3,2.57,10,Acidente,0,18,33,3.5,68,17,Não,2
555,7,9,10227,R$10.000-15.000,Não,,3,4.46,0,,52,-20,12,2.7,71,4,Não,24
556,7,4,1946,Ate R$3.000,Não,,2,1.73,15,Acidente,8,40,45,2.5,82,12,Não,15
557,3,3,3703,R$3.000-6.000,Sim,Pedido de Demissão,4,4.69,0,,49,34,50,2.9,75,22,Não,4
558,2,5,2804,Ate R$3.000,Não,,5,0.67,5,Acidente,21,37,12,3.8,60,8,Não,9
559,2,5,3103,R$3.000-6.000,Não,,1,2.48,0,,25,30,45,2.9,58,24,Não,28
560,7,5,2638,Ate R$3.000,Não,,1,5.35,5,INSS,60,31,38,3.4,89,11,Não,0
561,7,5,2342,Ate R$3.000,Não,,1,2.4,0,,48,-15,39,3.8,86,34,Não,16
562,2,5,3015,R$3.000-6.000,Não,,3,1.02,0,,31,-16,17,3.1,77,21,Não,9
563,3,1,6289,R$6.000-10.000,Não,,3,2.84,0,,36,35,48,3.2,71,33,Não,6
564,7,4,2442,Ate R$3.000,Sim,Pedido de Demissão,1,1.13,0,,4,9,20,3.7,77,40,Não,19
565,6,6,14545,R$10.000-15.000,Não,,3,4.31,5,Acidente,59,-15,11,2.8,82,23,Não,23
566,7,4,1947,Ate R$3.000,Não,,2,3.65,2,Licença Médica,35,30,51,3.3,53,4,Não,18
567,9,1,6656,R$6.000-10.000,Não,,3,2.28,0,,18,-10,33,3.6,79,23,Não,6
568,7,4,2108,Ate R$3.000,Não,,1,3.14,0,,35,35,59,3.6,68,19,Não,1
569,8,1,5646,R$3.000-6.000,Não,,1,4.35,0,,60,-2,16,3.8,79,35,Não,11
570,2,4,2130,Ate R$3.000,Não,,2,2.8,2,Licença Médica,60,14,35,2.3,73,4,Não,1
571,8,7,17956,Acima de R$15.000,Não,,1,4.97,0,,33,38,48,3.4,92,10,Não,13
572,8,7,17349,Acima de R$15.000,Não,,3,4.79,10,Acidente,54,15,30,3.2,74,39,Não,30
573,4,3,3938,R$3.000-6.000,Não,,3,3.23,0,,53,-2,43,2.9,79,37,Não,28
574,2,4,2483,Ate R$3.000,Não,,0,3.74,0,,27,6,28,3.4,64,25,Não,20
575,7,4,2346,Ate R$3.000,Não,,3,2.41,10,Acidente,31,35,60,3.6,83,2,Não,5
576,10,1,4520,R$3.000-6.000,Não,,3,4.71,2,Acidente,50,33,18,3.2,87,21,Não,0
577,2,4,2304,Ate R$3.000,Não,,3,3.02,0,,7,3,59,2.3,70,17,Não,12
578,6,9,8989,R$6.000-10.000,Não,,0,1.88,0,,56,32,43,3.1,87,37,Não,24
579,7,5,2438,Ate R$3.000,Não,,2,4.33,0,,34,1,37,2.7,85,37,Não,27
580,4,1,6454,R$6.000-10.000,Não,,2,2.76,0,,14,-7,16,3.2,74,9,Não,14
581,2,5,2640,Ate R$3.000,Não,,1,4.08,0,,58,3,20,2.9,76,23,Não,2
582,2,9,8593,R$6.000-10.000,Não,,0,2.74,5,Acidente,18,-14,15,3.8,89,3,Não,0
583,7,4,2064,Ate R$3.000,Não,,3,4.46,5,INSS,51,13,52,3.6,99,6,Não,16
584,2,4,2562,Ate R$3.000,Não,,0,0.82,5,INSS,53,-7,28,2.5,70,33,Não,5
585,9,2,7684,R$6.000-10.000,Não,,2,0.45,5,Acidente,4,6,47,3.4,97,39,Não,12
586,2,9,7305,R$6.000-10.000,Não,,1,4.57,15,Licença Médica,60,24,40,1.4,76,2,Não,27
587,1,1,4658,R$3.000-6.000,Não,,3,4.83,0,,60,10,47,2.7,61,14,Não,6
588,6,6,13078,R$10.000-15.000,Não,,1,2.91,0,,17,23,52,3.3,76,30,Não,20
589,6,8,4141,R$3.000-6.000,Não,,2,3.65,15,Licença Médica,49,29,59,2.0,71,0,Não,27
590,10,1,5744,R$3.000-6.000,Não,,3,4.21,10,Licença Médica,14,-1,56,4.5,74,26,Não,19
591,8,3,3925,R$3.000-6.000,Não,,2,1.33,10,Acidente,54,-8,45,3.3,63,5,Não,5
592,7,4,2505,Ate R$3.000,Não,,1,3.26,10,Licença Médica,25,8,23,2.9,81,27,Não,20
593,5,7,21770,Acima de R$15.000,Não,,0,1.7,10,Acidente,20,31,10,3.7,71,33,Não,18
594,6,8,4059,R$3.000-6.000,Sim,Desligamento sem Justa Causa,3,2.09,10,Acidente,8,-11,27,3.7,83,38,Não,13
595,6,6,13402,R$10.000-15.000,Não,,5,1.91,0,,17,-20,24,3.0,52,24,Não,17
596,7,5,3003,R$3.000-6.000,Não,,1,3.36,15,Acidente,60,10,37,3.1,84,7,Não,28
597,7,4,2046,Ate R$3.000,Não,,2,4.65,0,,57,39,15,3.1,80,22,Não,27
598,7,4,2346,Ate R$3.000,Não,,0,2.59,0,,34,-7,38,2.0,66,2,Não,13
599,2,5,2507,Ate R$3.000,Não,,1,3.12,15,Acidente,13,5,17,3.4,78,29,Não,1
600,2,9,9530,R$6.000-10.000,Não,,1,1.17,10,INSS,3,21,15,3.3,62,5,Não,19
601,6,8,3308,R$3.000-6.000,Não,,2,2.19,5,Acidente,39,23,23,3.2,99,37,Não,29
602,7,4,1964,Ate R$3.000,Não,,1,4.9,0,,44,34,58,3.1,87,37,Não,30
603,4,1,4661,R$3.000-6.000,Não,,2,3.87,5,INSS,18,-11,19,3.6,69,9,Não,8
604,2,9,10415,R$10.000-15.000,Não,,2,3.13,10,Licença Médica,55,25,26,3.2,66,1,Não,7
605,10,9,10011,R$10.000-15.000,Não,,3,3.13,15,Acidente,47,3,41,2.7,69,8,Não,14
606,2,5,2213,Ate R$3.000,Não,,5,1.04,10,Acidente,9,20,17,3.6,67,15,Não,9
607,7,4,2112,Ate R$3.000,Não,,0,4.73,10,INSS,37,-19,18,3.3,74,17,Não,15
608,6,9,8222,R$6.000-10.000,Não,,5,2.55,10,Acidente,24,-12,47,3.7,60,39,Não,8
609,8,7,20742,Acima de R$15.000,Não,,2,-0.08,2,INSS,2,5,46,3.8,80,27,Não,17
610,10,8,4021,R$3.000-6.000,Não,,1,4.43,0,,37,17,53,4.6,81,16,Não,26
611,3,7,19953,Acima de R$15.000,Não,,3,4.38,15,INSS,26,-4,48,3.8,59,37,Não,11
612,10,8,3889,R$3.000-6.000,Não,,1,3.07,0,,35,5,24,3.7,81,9,Não,21
613,7,9,10354,R$10.000-15.000,Não,,4,1.05,0,,20,18,37,3.1,88,38,Não,10
614,7,9,9221,R$6.000-10.000,Não,,2,3.73,0,,5,7,45,3.0,76,17,Não,5
615,7,5,2262,Ate R$3.000,Não,,5,2.44,15,INSS,47,20,49,3.2,56,3,Não,1
616,2,5,2297,Ate R$3.000,Não,,0,1.52,2,Acidente,26,-5,60,4.0,85,9,Não,5
617,1,3,3305,R$3.000-6.000,Não,,2,2.97,0,,35,16,57,3.0,86,22,Não,0
618,3,9,9935,R$6.000-10.000,Não,,2,4.83,0,,36,-4,27,3.3,70,6,Não,23
619,7,5,2681,Ate R$3.000,Não,,2,5.52,0,,15,6,32,4.4,75,37,Não,11
620,4,1,5760,R$3.000-6.000,Não,,3,-0.75,2,Licença Médica,0,0,21,2.8,68,27,Não,28
621,6,8,3551,R$3.000-6.000,Não,,0,3.68,2,INSS,51,10,57,2.8,61,23,Não,3
622,4,6,12771,R$10.000-15.000,Não,,1,5.27,15,INSS,42,-11,58,3.7,73,8,Não,23
623,9,1,6392,R$6.000-10.000,Não,,0,3.01,10,INSS,57,-4,59,3.5,91,21,Não,13
624,7,4,2523,Ate R$3.000,Não,,0,4.13,0,,50,26,55,3.0,75,13,Não,9
625,2,9,9689,R$6.000-10.000,Não,,2,2.27,0,,48,31,39,2.1,87,8,Não,0
626,7,9,7813,R$6.000-10.000,Não,,3,1.17,15,Licença Médica,17,-19,52,3.1,91,33,Não,22
627,7,4,2453,Ate R$3.000,Não,,1,1.86,5,Acidente,6,40,42,3.1,84,22,Não,20
628,7,4,1916,Ate R$3.000,Sim,Fim de Contrato,2,2.12,5,Licença Médica,5,-3,59,4.1,82,38,Não,0
629,4,3,3364,R$3.000-6.000,Não,,4,0.51,10,INSS,0,37,37,3.8,73,3,Não,9
630,7,5,2555,Ate R$3.000,Não,,5,4.86,5,Acidente,29,36,12,2.5,76,11,Não,2
631,5,7,19963,Acima de R$15.000,Não,,1,3.53,0,,18,8,19,3.7,59,39,Não,12
632,2,5,2839,Ate R$3.000,Não,,4,4.79,10,INSS,58,-4,47,1.9,73,8,Não,9
633,7,5,2627,Ate R$3.000,Não,,3,4.97,0,,48,-2,49,3.7,77,1,Não,18
634,6,6,15581,Acima de R$15.000,Não,,4,5.73,5,Licença Médica,54,17,50,3.1,72,38,Não,1
635,7,9,10871,R$10.000-15.000,Não,,2,4.47,0,,35,12,38,3.1,74,7,Não,0
636,1,9,7963,R$6.000-10.000,Não,,1,2.8,2,Licença Médica,20,-7,40,2.0,76,9,Não,18
637,4,6,13311,R$10.000-15.000,Não,,4,2.4,2,Licença Médica,6,10,22,3.0,74,11,Não,2
638,5,1,6680,R$6.000-10.000,Não,,2,0.73,0,,0,-18,37,4.3,82,32,Sim,9
639,2,4,2564,Ate R$3.000,Não,,1,2.95,5,Acidente,57,28,32,2.0,75,36,Não,29
640,6,8,2859,Ate R$3.000,Não,,4,1.38,15,Licença Médica,32,19,53,3.5,79,1,Não,14
641,1,1,5183,R$3.000-6.000,Não,,0,2.54,2,INSS,51,12,14,3.2,79,27,Não,23
642,2,9,8967,R$6.000-10.000,Não,,2,6.84,0,,43,0,52,2.1,82,27,Não,20
643,7,5,2222,Ate R$3.000,Sim,Pedido de Demissão,1,1.34,10,INSS,21,1,26,2.5,92,21,Não,16
644,7,4,2324,Ate R$3.000,Não,,1,2.47,10,INSS,25,20,40,2.8,85,18,Não,24
645,7,5,2954,Ate R$3.000,Não,,2,3.18,0,,3,-16,21,3.2,87,35,Não,30
646,6,6,14549,R$10.000-15.000,Não,,2,2.39,15,Licença Médica,25,18,58,3.8,67,25,Não,25
647,2,5,2545,Ate R$3.000,Não,,2,4.63,5,Licença Médica,34,-3,52,4.1,74,27,Não,5
648,3,9,10021,R$10.000-15.000,Não,,0,3.63,0,,42,20,31,2.5,89,37,Não,23
649,7,4,2488,Ate R$3.000,Não,,0,3.29,15,Acidente,36,37,34,2.1,88,28,Não,23
650,1,9,9778,R$6.000-10.000,Não,,4,2.01,0,,5,-7,56,3.0,84,40,Não,16
651,1,9,8433,R$6.000-10.000,Sim,Pedido de Demissão,3,2.62,5,Acidente,40,30,31,4.3,65,17,Não,15
652,2,4,2345,Ate R$3.000,Não,,0,2.86,15,Licença Médica,7,40,55,4.1,100,33,Não,28
653,2,9,9498,R$6.000-10.000,Não,,2,0.41,15,INSS,16,-1,57,2.6,84,18,Não,23
654,5,7,23590,Acima de R$15.000,Não,,2,2.09,15,INSS,49,14,40,2.9,56,31,Não,29
655,1,9,8703,R$6.000-10.000,Não,,4,2.64,0,,38,30,29,3.8,38,31,Não,15
656,7,9,8354,R$6.000-10.000,Sim,Fim de Contrato,4,4.41,2,Licença Médica,44,2,30,3.2,71,15,Não,20
657,6,8,3377,R$3.000-6.000,Não,,3,3.26,10,INSS,36,29,52,3.6,49,24,Não,3
658,10,8,4302,R$3.000-6.000,Não,,1,2.04,15,Acidente,41,1,17,2.1,61,33,Não,8
659,7,4,2061,Ate R$3.000,Não,,3,2.86,10,INSS,4,26,32,3.3,76,34,Não,4
660,2,4,2383,Ate R$3.000,Não,,1,2.03,10,INSS,24,-18,40,2.7,86,24,Não,20
661,2,5,2936,Ate R$3.000,Não,,0,2.45,0,,7,33,46,3.8,70,10,Não,11
662,7,4,1996,Ate R$3.000,Não,,3,1.68,0,,51,-14,23,2.4,75,5,Não,1
663,10,8,3685,R$3.000-6.000,Não,,4,6.23,0,,58,35,43,3.5,80,17,Não,11
664,6,8,4220,R$3.000-6.000,Não,,0,3.8,5,INSS,5,18,59,3.1,60,21,Não,3
665,10,1,5931,R$3.000-6.000,Não,,0,3.76,0,,28,10,26,3.4,82,30,Não,15
666,7,5,3124,R$3.000-6.000,Não,,2,3.52,2,Licença Médica,55,20,49,3.0,58,40,Não,5
667,8,6,12714,R$10.000-15.000,Não,,4,1.2,0,,20,26,18,3.6,91,21,Não,22
668,1,3,3728,R$3.000-6.000,Não,,2,2.52,2,INSS,15,-20,56,3.1,88,15,Não,12
669,7,5,2427,Ate R$3.000,Sim,Pedido de Demissão,2,2.09,0,,0,26,14,4.1,76,7,Não,13
670,7,9,7453,R$6.000-10.000,Não,,2,3.53,5,Licença Médica,45,27,26,3.0,67,31,Não,10
671,7,9,8268,R$6.000-10.000,Não,,1,2.62,5,Licença Médica,28,-16,17,2.8,100,31,Não,22
672,7,5,2642,Ate R$3.000,Não,,2,5.08,2,Acidente,48,26,26,2.3,95,26,Não,19
673,10,9,10117,R$10.000-15.000,Não,,5,4.52,2,Acidente,12,-19,42,3.7,88,11,Não,21
674,3,3,3910,R$3.000-6.000,Não,,2,1.32,15,INSS,56,12,19,2.6,77,6,Não,4
675,7,5,3020,R$3.000-6.000,Não,,4,4.66,0,,51,-19,16,2.9,56,35,Não,12
676,6,9,10948,R$10.000-15.000,Não,,0,4.43,15,Licença Médica,57,36,60,4.0,57,20,Não,8
677,1,9,8762,R$6.000-10.000,Não,,0,2.07,0,,16,39,32,2.5,63,7,Não,16
678,2,4,2415,Ate R$3.000,Sim,Fim de Contrato,1,3.9,0,,38,14,41,4.0,93,8,Não,13
679,2,4,2067,Ate R$3.000,Não,,2,3.05,5,INSS,29,5,24,2.8,73,6,Não,6
680,1,9,8613,R$6.000-10.000,Não,,1,3.4,0,,14,-10,31,2.7,95,28,Não,24
681,1,1,4738,R$3.000-6.000,Não,,2,3.21,5,Acidente,12,23,45,3.5,94,29,Não,24
682,2,4,2323,Ate R$3.000,Não,,2,2.22,10,INSS,20,-20,48,3.8,45,16,Não,28
683,6,9,8902,R$6.000-10.000,Não,,4,1.13,15,INSS,25,25,10,3.4,46,37,Não,20
684,6,6,14012,R$10.000-15.000,Não,,1,0.96,5,Licença Médica,9,35,42,3.9,65,23,Não,26
685,4,3,3599,R$3.000-6.000,Não,,4,2.2,0,,40,28,33,4.0,63,38,Não,0
686,3,9,8556,R$6.000-10.000,Sim,Desligamento sem Justa Causa,0,3.03,0,,10,-5,12,2.8,48,6,Não,1
687,2,4,2095,Ate R$3.000,Não,,1,1.97,0,,6,18,45,3.3,70,33,Não,23
688,1,3,2817,Ate R$3.000,Não,,2,0.03,2,INSS,24,11,21,2.9,76,4,Não,6
689,7,9,10493,R$10.000-15.000,Não,,2,3.77,0,,44,-16,19,2.3,66,9,Não,20
690,10,8,3664,R$3.000-6.000,Não,,1,3.06,15,Licença Médica,37,0,56,2.6,100,31,Não,10
691,7,9,10531,R$10.000-15.000,Não,,3,6.04,5,INSS,60,9,22,2.6,80,15,Não,1
692,7,9,9681,R$6.000-10.000,Não,,1,3.54,0,,12,3,34,3.2,76,27,Não,18
693,2,5,3095,R$3.000-6.000,Sim,Pedido de Demissão,0,2.95,10,INSS,1,29,48,4.1,65,30,Não,28
694,2,4,1930,Ate R$3.000,Não,,3,3.17,5,Acidente,54,-9,29,3.3,70,13,Não,21
695,7,9,7684,R$6.000-10.000,Não,,2,4.27,2,INSS,42,36,35,3.3,52,16,Não,10
696,7,9,9052,R$6.000-10.000,Não,,2,3.88,0,,22,1,52,2.4,72,27,Não,29
697,7,5,2361,Ate R$3.000,Não,,6,4.27,10,Licença Médica,21,1,13,2.9,63,0,Não,18
698,4,6,13012,R$10.000-15.000,Não,,2,4.38,0,,51,22,51,2.3,73,16,Não,3
699,4,6,14723,R$10.000-15.000,Não,,5,3.03,0,,13,4,33,4.3,79,28,Não,11
700,10,1,5561,R$3.000-6.000,Não,,2,2.67,15,Acidente,22,2,19,3.3,79,14,Não,27
701,2,4,2380,Ate R$3.000,Sim,Pedido de Demissão,2,1.82,5,Acidente,0,36,25,4.2,85,8,Não,10
702,1,3,3722,R$3.000-6.000,Não,,2,2.25,0,,11,-10,55,3.2,69,9,Não,6
703,1,3,2854,Ate R$3.000,Não,,3,2.99,15,Licença Médica,25,18,21,2.5,83,33,Não,26
704,2,5,2877,Ate R$3.000,Não,,2,0.6,0,,16,-19,36,2.6,86,31,Não,23
705,7,4,2146,Ate R$3.000,Não,,5,2.94,0,,32,37,47,2.4,98,30,Não,9
706,2,5,2305,Ate R$3.000,Não,,3,2.89,0,,5,31,53,3.5,59,7,Não,14
707,2,9,9888,R$6.000-10.000,Não,,1,2.24,0,,44,28,47,4.0,82,27,Não,7
708,7,9,10653,R$10.000-15.000,Não,,0,3.26,0,,49,-19,31,3.2,58,35,Não,4
709,6,9,9279,R$6.000-10.000,Sim,Fim de Contrato,4,0.28,0,,9,8,16,3.0,91,12,Não,4
710,10,1,4843,R$3.000-6.000,Não,,4,3.68,0,,45,4,22,3.6,76,22,Não,3
711,2,5,2712,Ate R$3.000,Sim,Desligamento sem Justa Causa,1,2.55,0,,16,-5,22,3.3,78,7,Não,23
712,7,4,2101,Ate R$3.000,Não,,3,5.93,0,,59,-10,54,3.3,84,18,Não,27
713,2,4,2324,Ate R$3.000,Não,,3,3.83,15,INSS,56,4,44,2.4,83,0,Não,4
714,6,6,15617,Acima de R$15.000,Não,,3,2.22,10,INSS,17,18,20,2.0,81,7,Não,24
715,7,5,3133,R$3.000-6.000,Não,,0,4.04,10,Acidente,47,-10,57,2.3,78,26,Não,15
716,3,9,9938,R$6.000-10.000,Não,,3,1.54,0,,55,-4,43,3.0,55,19,Não,15
717,1,9,7931,R$6.000-10.000,Não,,2,3.49,0,,29,1,54,3.1,65,30,Não,1
718,2,5,2855,Ate R$3.000,Não,,3,3.26,5,Acidente,29,30,25,3.6,89,16,Não,29
719,3,3,3438,R$3.000-6.000,Não,,1,2.55,5,Licença Médica,21,-7,57,3.9,58,28,Não,17
720,7,5,2384,Ate R$3.000,Não,,1,4.62,0,,24,10,60,2.9,65,36,Não,19
721,2,5,2310,Ate R$3.000,Não,,3,-0.43,2,Acidente,5,27,23,2.5,80,24,Não,1
722,6,9,7486,R$6.000-10.000,Não,,5,2.31,15,INSS,43,3,50,2.5,72,2,Não,29
723,7,4,2357,Ate R$3.000,Não,,0,3.01,15,INSS,12,-17,47,2.8,66,38,Não,4
724,3,1,4768,R$3.000-6.000,Não,,1,2.28,0,,5,25,33,3.3,75,13,Não,14
725,2,4,2152,Ate R$3.000,Sim,Pedido de Demissão,1,3.94,0,,33,-17,29,3.4,75,35,Não,24
726,2,9,9655,R$6.000-10.000,Não,,0,4.23,5,Licença Médica,22,38,21,3.5,57,3,Não,9
727,7,4,2465,Ate R$3.000,Não,,4,1.91,0,,0,32,42,3.7,88,27,Não,24
728,1,1,5903,R$3.000-6.000,Não,,2,1.26,15,INSS,3,23,32,3.5,67,36,Não,7
729,2,5,2973,Ate R$3.000,Não,,3,3.56,0,,16,2,12,3.6,78,0,Não,2
730,1,9,8069,R$6.000-10.000,Não,,1,3.89,15,INSS,48,20,26,4.2,66,13,Não,12
731,7,5,2253,Ate R$3.000,Sim,Fim de Contrato,5,4.74,0,,31,18,43,2.1,85,40,Não,28
732,7,5,3180,R$3.000-6.000,Não,,0,4.05,2,Acidente,38,28,41,3.3,71,32,Não,7
733,7,5,2371,Ate R$3.000,Não,,3,2.75,15,INSS,40,38,55,3.3,55,4,Não,0
734,5,1,4838,R$3.000-6.000,Não,,3,5.16,2,INSS,28,34,58,3.2,84,0,Não,28
735,6,9,9365,R$6.000-10.000,Não,,2,3.91,0,,31,-15,44,3.8,68,3,Não,7
736,3,1,5483,R$3.000-6.000,Não,,2,4.76,5,Licença Médica,25,11,47,3.1,57,25,Não,29
737,6,6,11877,R$10.000-15.000,Não,,0,2.9,2,Acidente,40,-10,18,2.9,73,10,Não,1
738,7,5,2797,Ate R$3.000,Não,,3,0.0,10,INSS,7,-11,56,3.7,100,40,Não,9
739,2,4,2276,Ate R$3.000,Sim,Pedido de Demissão,1,5.05,10,Acidente,26,20,30,3.5,83,37,Não,7
740,1,1,5229,R$3.000-6.000,Não,,1,2.12,5,Licença Médica,3,28,47,2.8,61,38,Não,19
741,6,6,15658,Acima de R$15.000,Não,,1,5.19,15,Licença Médica,35,-16,27,3.0,82,16,Não,3
742,5,1,5115,R$3.000-6.000,Não,,3,5.02,0,,39,37,14,3.0,67,10,Não,10
743,7,4,2010,Ate R$3.000,Não,,1,4.24,0,,46,22,57,3.5,76,8,Não,1
744,10,1,4868,R$3.000-6.000,Não,,0,2.3,15,Acidente,19,36,59,3.6,60,35,Não,25
745,1,3,3224,R$3.000-6.000,Sim,Desligamento sem Justa Causa,2,2.09,5,INSS,28,22,10,2.9,61,14,Não,23
746,6,9,7326,R$6.000-10.000,Não,,1,0.97,10,Licença Médica,6,28,40,3.6,81,17,Não,13
747,1,3,3748,R$3.000-6.000,Sim,Fim de Contrato,0,1.67,0,,33,23,23,3.0,73,4,Não,26
748,2,5,2895,Ate R$3.000,Sim,Fim de Contrato,4,0.93,0,,10,-10,56,4.2,89,30,Não,18
749,7,5,2226,Ate R$3.000,Não,,3,2.18,0,,16,15,18,3.8,92,2,Não,0
750,2,9,7766,R$6.000-10.000,Não,,1,5.1,2,Licença Médica,56,35,37,2.4,75,12,Não,14
751,4,1,6776,R$6.000-10.000,Não,,1,3.94,15,Licença Médica,18,16,17,3.2,84,11,Não,14
752,6,6,12842,R$10.000-15.000,Não,,2,0.16,0,,6,38,21,3.8,53,22,Não,20
753,2,5,2731,Ate R$3.000,Não,,3,2.62,0,,24,23,42,2.8,70,35,Não,17
754,2,9,8803,R$6.000-10.000,Não,,3,3.43,0,,14,20,44,3.4,68,9,Não,16
755,2,5,2505,Ate R$3.000,Sim,Fim de Contrato,3,4.0,0,,17,-13,18,3.6,48,10,Não,29
756,2,5,2936,Ate R$3.000,Não,,3,0.9,0,,10,38,57,3.3,69,21,Não,15
757,2,5,2796,Ate R$3.000,Não,,3,4.84,0,,48,12,32,2.9,69,5,Não,21
758,9,2,7153,R$6.000-10.000,Não,,1,1.82,10,Licença Médica,16,30,49,3.0,84,40,Não,24
759,6,9,7003,R$6.000-10.000,Não,,2,0.78,0,,18,-4,53,3.2,81,11,Não,15
